participant_id repetition n_correct n_responses p_correct
148 9 4 9 0.4444444444444444
148 10 5 9 0.5555555555555556
148 11 6 9 0.6666666666666666
148 12 4 9 0.4444444444444444
148 13 3 9 0.3333333333333333
148 14 5 9 0.5555555555555556
148 15 5 9 0.5555555555555556
148 16 2 9 0.2222222222222222
148 17 2 9 0.2222222222222222
148 18 1 9 0.1111111111111111
148 19 4 9 0.4444444444444444
148 20 6 9 0.6666666666666666
149 1 2 9 0.2222222222222222
149 2 4 9 0.4444444444444444
149 3 7 9 0.7777777777777778
149 4 9 9 1
149 5 9 9 1
149 6 9 9 1
149 7 9 9 1
149 8 9 9 1
149 9 9 9 1
149 10 9 9 1
149 11 9 9 1
149 12 9 9 1
149 13 9 9 1
149 14 9 9 1
149 15 9 9 1
149 16 9 9 1
149 17 9 9 1
149 18 9 9 1
149 19 9 9 1
149 20 9 9 1
151 1 4 9 0.4444444444444444
151 2 3 9 0.3333333333333333
151 3 0 9 0
151 4 2 9 0.2222222222222222
151 5 4 9 0.4444444444444444
151 6 6 9 0.6666666666666666
151 7 7 9 0.7777777777777778
151 8 8 9 0.8888888888888888
151 9 8 9 0.8888888888888888
151 10 9 9 1
151 11 9 9 1
151 12 8 9 0.8888888888888888
151 13 9 9 1
151 14 9 9 1
151 15 9 9 1
151 16 9 9 1
151 17 9 9 1
151 18 9 9 1
151 19 9 9 1
151 20 9 9 1
154 1 0 9 0
154 2 3 9 0.3333333333333333
154 3 4 9 0.4444444444444444
154 4 6 9 0.6666666666666666
154 5 2 9 0.2222222222222222
154 6 5 9 0.5555555555555556
154 7 4 9 0.4444444444444444
154 8 6 9 0.6666666666666666
154 9 6 9 0.6666666666666666
154 10 6 9 0.6666666666666666
154 11 9 9 1
154 12 5 9 0.5555555555555556
154 13 0 9 0
154 14 5 9 0.5555555555555556
154 15 3 9 0.3333333333333333
154 16 4 9 0.4444444444444444
154 17 6 9 0.6666666666666666
154 18 3 9 0.3333333333333333
154 19 4 9 0.4444444444444444
154 20 6 9 0.6666666666666666
155 1 2 9 0.2222222222222222
155 2 2 9 0.2222222222222222
155 3 9 9 1
155 4 8 9 0.8888888888888888
155 5 9 9 1
155 6 9 9 1
155 7 9 9 1
155 8 9 9 1
155 9 9 9 1
155 10 9 9 1
155 11 9 9 1
155 12 9 9 1
155 13 9 9 1
155 14 9 9 1
155 15 9 9 1
155 16 9 9 1
155 17 9 9 1
155 18 9 9 1
155 19 8 9 0.8888888888888888
155 20 9 9 1
158 1 1 9 0.1111111111111111
158 2 4 9 0.4444444444444444
158 3 4 9 0.4444444444444444
158 4 4 9 0.4444444444444444
158 5 6 9 0.6666666666666666
158 6 6 9 0.6666666666666666
158 7 5 9 0.5555555555555556
158 8 6 9 0.6666666666666666
158 9 8 9 0.8888888888888888
158 10 8 9 0.8888888888888888
158 11 8 9 0.8888888888888888
158 12 9 9 1
158 13 9 9 1
158 14 9 9 1
158 15 9 9 1
158 16 9 9 1
158 17 9 9 1
158 18 9 9 1
158 19 9 9 1
158 20 9 9 1
159 1 4 9 0.4444444444444444
159 2 5 9 0.5555555555555556
159 3 5 9 0.5555555555555556
159 4 5 9 0.5555555555555556
159 5 4 9 0.4444444444444444
159 6 7 9 0.7777777777777778
159 7 4 9 0.4444444444444444
159 8 5 9 0.5555555555555556
159 9 7 9 0.7777777777777778
159 10 7 9 0.7777777777777778
159 11 3 9 0.3333333333333333
159 12 3 9 0.3333333333333333
159 13 7 9 0.7777777777777778
159 14 7 9 0.7777777777777778
159 15 5 9 0.5555555555555556
159 16 7 9 0.7777777777777778
159 17 4 9 0.4444444444444444
159 18 5 9 0.5555555555555556
159 19 6 9 0.6666666666666666
159 20 9 9 1
166 1 7 9 0.7777777777777778
166 2 7 9 0.7777777777777778
166 3 5 9 0.5555555555555556
166 4 2 9 0.2222222222222222
166 5 5 9 0.5555555555555556
166 6 9 9 1
166 7 9 9 1
166 8 9 9 1
166 9 9 9 1
166 10 9 9 1
166 11 9 9 1
166 12 9 9 1
166 13 9 9 1
166 14 9 9 1
166 15 9 9 1
166 16 9 9 1
166 17 9 9 1
166 18 9 9 1
166 19 9 9 1
166 20 9 9 1
170 1 6 9 0.6666666666666666
170 2 5 9 0.5555555555555556
170 3 4 9 0.4444444444444444
170 4 0 9 0
170 5 3 9 0.3333333333333333
170 6 5 9 0.5555555555555556
170 7 5 9 0.5555555555555556
170 8 5 9 0.5555555555555556
170 9 7 9 0.7777777777777778
170 10 9 9 1
170 11 8 9 0.8888888888888888
170 12 9 9 1
170 13 9 9 1
170 14 9 9 1
170 15 9 9 1
170 16 9 9 1
170 17 9 9 1
170 18 9 9 1
170 19 9 9 1
170 20 9 9 1
171 1 3 9 0.3333333333333333
171 2 7 9 0.7777777777777778
171 3 5 9 0.5555555555555556
171 4 7 9 0.7777777777777778
171 5 7 9 0.7777777777777778
171 6 7 9 0.7777777777777778
171 7 9 9 1
171 8 8 9 0.8888888888888888
171 9 9 9 1
171 10 9 9 1
171 11 9 9 1
171 12 9 9 1
171 13 9 9 1
171 14 9 9 1
171 15 9 9 1
171 16 9 9 1
171 17 9 9 1
171 18 9 9 1
171 19 9 9 1
171 20 8 9 0.8888888888888888
173 1 8 9 0.8888888888888888
173 2 8 9 0.8888888888888888
173 3 8 9 0.8888888888888888
173 4 9 9 1
173 5 9 9 1
173 6 9 9 1
173 7 9 9 1
173 8 9 9 1
173 9 8 9 0.8888888888888888
173 10 8 9 0.8888888888888888
173 11 9 9 1
173 12 9 9 1
173 13 8 9 0.8888888888888888
173 14 9 9 1
173 15 9 9 1
173 16 8 9 0.8888888888888888
173 17 8 9 0.8888888888888888
173 18 7 9 0.7777777777777778
173 19 8 9 0.8888888888888888
173 20 7 9 0.7777777777777778
176 1 3 9 0.3333333333333333
176 2 5 9 0.5555555555555556
176 3 6 9 0.6666666666666666
176 4 7 9 0.7777777777777778
176 5 5 9 0.5555555555555556
176 6 7 9 0.7777777777777778
176 7 7 9 0.7777777777777778
176 8 7 9 0.7777777777777778
176 9 7 9 0.7777777777777778
176 10 8 9 0.8888888888888888
176 11 9 9 1
176 12 7 9 0.7777777777777778
176 13 9 9 1
176 14 9 9 1
176 15 8 9 0.8888888888888888
176 16 9 9 1
176 17 9 9 1
176 18 6 9 0.6666666666666666
176 19 9 9 1
176 20 9 9 1
180 1 8 9 0.8888888888888888
180 2 7 9 0.7777777777777778
180 3 9 9 1
180 4 9 9 1
180 5 9 9 1
180 6 9 9 1
180 7 9 9 1
180 8 9 9 1
180 9 9 9 1
180 10 9 9 1
180 11 9 9 1
180 12 9 9 1
180 13 9 9 1
180 14 9 9 1
180 15 9 9 1
180 16 9 9 1
180 17 9 9 1
180 18 9 9 1
180 19 9 9 1
180 20 9 9 1
183 1 8 9 0.8888888888888888
183 2 9 9 1
183 3 8 9 0.8888888888888888
183 4 7 9 0.7777777777777778
183 5 2 9 0.2222222222222222
183 6 7 9 0.7777777777777778
183 7 8 9 0.8888888888888888
183 8 7 9 0.7777777777777778
183 9 6 9 0.6666666666666666
183 10 8 9 0.8888888888888888
183 11 8 9 0.8888888888888888
183 12 8 9 0.8888888888888888
183 13 7 9 0.7777777777777778
183 14 9 9 1
183 15 7 9 0.7777777777777778
183 16 5 9 0.5555555555555556
183 17 1 9 0.1111111111111111
183 18 7 9 0.7777777777777778
183 19 6 9 0.6666666666666666
183 20 9 9 1
185 1 6 9 0.6666666666666666
185 2 6 9 0.6666666666666666
185 3 8 9 0.8888888888888888
185 4 8 9 0.8888888888888888
185 5 9 9 1
185 6 9 9 1
185 7 9 9 1
185 8 9 9 1
185 9 9 9 1
185 10 9 9 1
185 11 9 9 1
185 12 9 9 1
185 13 9 9 1
185 14 9 9 1
185 15 9 9 1
185 16 9 9 1
185 17 9 9 1
185 18 9 9 1
185 19 9 9 1
185 20 9 9 1
191 1 5 9 0.5555555555555556
191 2 7 9 0.7777777777777778
191 3 8 9 0.8888888888888888
191 4 9 9 1
191 5 9 9 1
191 6 8 9 0.8888888888888888
191 7 9 9 1
191 8 9 9 1
191 9 9 9 1
191 10 8 9 0.8888888888888888
191 11 9 9 1
191 12 9 9 1
191 13 9 9 1
191 14 9 9 1
191 15 9 9 1
191 16 9 9 1
191 17 9 9 1
191 18 9 9 1
191 19 9 9 1
191 20 9 9 1
194 1 7 9 0.7777777777777778
194 2 7 9 0.7777777777777778
194 3 7 9 0.7777777777777778
194 4 5 9 0.5555555555555556
194 5 8 9 0.8888888888888888
194 6 8 9 0.8888888888888888
194 7 8 9 0.8888888888888888
194 8 7 9 0.7777777777777778
194 9 8 9 0.8888888888888888
194 10 9 9 1
194 11 7 9 0.7777777777777778
194 12 7 9 0.7777777777777778
194 13 9 9 1
194 14 9 9 1
194 15 8 9 0.8888888888888888
194 16 9 9 1
194 17 9 9 1
194 18 8 9 0.8888888888888888
194 19 9 9 1
194 20 8 9 0.8888888888888888
195 1 6 9 0.6666666666666666
195 2 6 9 0.6666666666666666
195 3 9 9 1
195 4 8 9 0.8888888888888888
195 5 9 9 1
195 6 9 9 1
195 7 9 9 1
195 8 9 9 1
195 9 9 9 1
195 10 9 9 1
195 11 9 9 1
195 12 9 9 1
195 13 9 9 1
195 14 9 9 1
195 15 8 9 0.8888888888888888
195 16 9 9 1
195 17 9 9 1
195 18 9 9 1
195 19 9 9 1
195 20 9 9 1
197 1 2 9 0.2222222222222222
197 2 5 9 0.5555555555555556
197 3 3 9 0.3333333333333333
197 4 1 9 0.1111111111111111
197 5 2 9 0.2222222222222222
197 6 2 9 0.2222222222222222
197 7 6 9 0.6666666666666666
197 8 3 9 0.3333333333333333
197 9 0 9 0
197 10 6 9 0.6666666666666666
197 11 5 9 0.5555555555555556
197 12 7 9 0.7777777777777778
197 13 7 9 0.7777777777777778
197 14 8 9 0.8888888888888888
197 15 9 9 1
197 16 9 9 1
197 17 9 9 1
197 18 4 9 0.4444444444444444
197 19 8 9 0.8888888888888888
197 20 8 9 0.8888888888888888
201 1 2 9 0.2222222222222222
201 2 6 9 0.6666666666666666
201 3 5 9 0.5555555555555556
201 4 7 9 0.7777777777777778
201 5 4 9 0.4444444444444444
201 6 5 9 0.5555555555555556
201 7 6 9 0.6666666666666666
201 8 9 9 1
201 9 9 9 1
201 10 9 9 1
201 11 9 9 1
201 12 9 9 1
201 13 9 9 1
201 14 9 9 1
201 15 9 9 1
201 16 9 9 1
201 17 9 9 1
201 18 9 9 1
201 19 9 9 1
201 20 9 9 1
203 1 8 9 0.8888888888888888
203 2 7 9 0.7777777777777778
203 3 7 9 0.7777777777777778
203 4 6 9 0.6666666666666666
203 5 6 9 0.6666666666666666
203 6 8 9 0.8888888888888888
203 7 9 9 1
203 8 9 9 1
203 9 9 9 1
203 10 9 9 1
203 11 8 9 0.8888888888888888
203 12 9 9 1
203 13 9 9 1
203 14 9 9 1
203 15 9 9 1
203 16 9 9 1
203 17 9 9 1
203 18 9 9 1
203 19 9 9 1
203 20 9 9 1
205 1 6 9 0.6666666666666666
205 2 7 9 0.7777777777777778
205 3 8 9 0.8888888888888888
205 4 9 9 1
205 5 8 9 0.8888888888888888
205 6 9 9 1
205 7 8 9 0.8888888888888888
205 8 9 9 1
205 9 9 9 1
205 10 9 9 1
205 11 9 9 1
205 12 9 9 1
205 13 9 9 1
205 14 9 9 1
205 15 9 9 1
205 16 9 9 1
205 17 9 9 1
205 18 9 9 1
205 19 8 9 0.8888888888888888
205 20 9 9 1
207 1 3 9 0.3333333333333333
207 2 4 9 0.4444444444444444
207 3 6 9 0.6666666666666666
207 4 6 9 0.6666666666666666
207 5 0 9 0
207 6 7 9 0.7777777777777778
207 7 7 9 0.7777777777777778
207 8 8 9 0.8888888888888888
207 9 6 9 0.6666666666666666
207 10 9 9 1
207 11 9 9 1
207 12 8 9 0.8888888888888888
207 13 9 9 1
207 14 9 9 1
207 15 9 9 1
207 16 9 9 1
207 17 4 9 0.4444444444444444
207 18 9 9 1
207 19 9 9 1
207 20 7 9 0.7777777777777778
208 1 1 9 0.1111111111111111
208 2 9 9 1
208 3 3 9 0.3333333333333333
208 4 0 9 0
208 5 0 9 0
208 6 1 9 0.1111111111111111
208 7 0 9 0
208 8 1 9 0.1111111111111111
208 9 1 9 0.1111111111111111
208 10 3 9 0.3333333333333333
208 11 3 9 0.3333333333333333
208 12 1 9 0.1111111111111111
208 13 0 9 0
208 14 0 9 0
208 15 1 9 0.1111111111111111
208 16 0 9 0
208 17 0 9 0
208 18 0 9 0
208 19 1 9 0.1111111111111111
208 20 0 9 0
213 1 5 9 0.5555555555555556
213 2 7 9 0.7777777777777778
213 3 6 9 0.6666666666666666
213 4 6 9 0.6666666666666666
213 5 6 9 0.6666666666666666
213 6 2 9 0.2222222222222222
213 7 6 9 0.6666666666666666
213 8 8 9 0.8888888888888888
213 9 8 9 0.8888888888888888
213 10 7 9 0.7777777777777778
213 11 8 9 0.8888888888888888
213 12 8 9 0.8888888888888888
213 13 8 9 0.8888888888888888
213 14 9 9 1
213 15 5 9 0.5555555555555556
213 16 6 9 0.6666666666666666
213 17 4 9 0.4444444444444444
213 18 5 9 0.5555555555555556
213 19 7 9 0.7777777777777778
213 20 7 9 0.7777777777777778
216 1 7 9 0.7777777777777778
216 2 4 9 0.4444444444444444
216 3 8 9 0.8888888888888888
216 4 3 9 0.3333333333333333
216 5 9 9 1
216 6 8 9 0.8888888888888888
216 7 8 9 0.8888888888888888
216 8 9 9 1
216 9 9 9 1
216 10 9 9 1
216 11 9 9 1
216 12 9 9 1
216 13 9 9 1
216 14 8 9 0.8888888888888888
216 15 9 9 1
216 16 9 9 1
216 17 9 9 1
216 18 9 9 1
216 19 9 9 1
216 20 9 9 1
217 1 2 9 0.2222222222222222
217 2 6 9 0.6666666666666666
217 3 6 9 0.6666666666666666
217 4 4 9 0.4444444444444444
217 5 5 9 0.5555555555555556
217 6 4 9 0.4444444444444444
217 7 5 9 0.5555555555555556
217 8 6 9 0.6666666666666666
217 9 6 9 0.6666666666666666
217 10 4 9 0.4444444444444444
217 11 5 9 0.5555555555555556
217 12 6 9 0.6666666666666666
217 13 2 9 0.2222222222222222
217 14 5 9 0.5555555555555556
217 15 4 9 0.4444444444444444
217 16 5 9 0.5555555555555556
217 17 7 9 0.7777777777777778
217 18 6 9 0.6666666666666666
217 19 6 9 0.6666666666666666
217 20 6 9 0.6666666666666666
218 1 5 9 0.5555555555555556
218 2 4 9 0.4444444444444444
218 3 8 9 0.8888888888888888
218 4 7 9 0.7777777777777778
218 5 7 9 0.7777777777777778
218 6 8 9 0.8888888888888888
218 7 8 9 0.8888888888888888
218 8 7 9 0.7777777777777778
218 9 7 9 0.7777777777777778
218 10 6 9 0.6666666666666666
218 11 9 9 1
218 12 8 9 0.8888888888888888
218 13 9 9 1
218 14 9 9 1
218 15 9 9 1
218 16 9 9 1
218 17 9 9 1
218 18 9 9 1
218 19 9 9 1
218 20 9 9 1
220 1 3 9 0.3333333333333333
220 2 5 9 0.5555555555555556
220 3 4 9 0.4444444444444444
220 4 6 9 0.6666666666666666
220 5 4 9 0.4444444444444444
220 6 4 9 0.4444444444444444
220 7 7 9 0.7777777777777778
220 8 7 9 0.7777777777777778
220 9 8 9 0.8888888888888888
220 10 4 9 0.4444444444444444
220 11 4 9 0.4444444444444444
220 12 7 9 0.7777777777777778
220 13 7 9 0.7777777777777778
220 14 9 9 1
220 15 9 9 1
220 16 6 9 0.6666666666666666
220 17 9 9 1
220 18 7 9 0.7777777777777778
220 19 9 9 1
220 20 9 9 1
223 1 6 9 0.6666666666666666
223 2 3 9 0.3333333333333333
223 3 4 9 0.4444444444444444
223 4 5 9 0.5555555555555556
223 5 3 9 0.3333333333333333
223 6 5 9 0.5555555555555556
223 7 6 9 0.6666666666666666
223 8 6 9 0.6666666666666666
223 9 5 9 0.5555555555555556
223 10 6 9 0.6666666666666666
223 11 7 9 0.7777777777777778
223 12 7 9 0.7777777777777778
223 13 6 9 0.6666666666666666
223 14 7 9 0.7777777777777778
223 15 8 9 0.8888888888888888
223 16 7 9 0.7777777777777778
223 17 7 9 0.7777777777777778
223 18 9 9 1
223 19 9 9 1
223 20 7 9 0.7777777777777778
226 1 3 9 0.3333333333333333
226 2 7 9 0.7777777777777778
226 3 5 9 0.5555555555555556
226 4 6 9 0.6666666666666666
226 5 6 9 0.6666666666666666
226 6 7 9 0.7777777777777778
226 7 9 9 1
226 8 9 9 1
226 9 9 9 1
226 10 9 9 1
226 11 9 9 1
226 12 9 9 1
226 13 9 9 1
226 14 9 9 1
226 15 9 9 1
226 16 9 9 1
226 17 9 9 1
226 18 9 9 1
226 19 9 9 1
226 20 9 9 1
230 1 7 9 0.7777777777777778
230 2 4 9 0.4444444444444444
230 3 8 9 0.8888888888888888
230 4 9 9 1
230 5 9 9 1
230 6 4 9 0.4444444444444444
230 7 6 9 0.6666666666666666
230 8 8 9 0.8888888888888888
230 9 8 9 0.8888888888888888
230 10 7 9 0.7777777777777778
230 11 9 9 1
230 12 8 9 0.8888888888888888
230 13 6 9 0.6666666666666666
230 14 6 9 0.6666666666666666
230 15 7 9 0.7777777777777778
230 16 7 9 0.7777777777777778
230 17 8 9 0.8888888888888888
230 18 9 9 1
230 19 8 9 0.8888888888888888
230 20 5 9 0.5555555555555556
231 1 2 9 0.2222222222222222
231 2 6 9 0.6666666666666666
231 3 4 9 0.4444444444444444
231 4 1 9 0.1111111111111111
231 5 5 9 0.5555555555555556
231 6 3 9 0.3333333333333333
231 7 2 9 0.2222222222222222
231 8 6 9 0.6666666666666666
231 9 7 9 0.7777777777777778
231 10 8 9 0.8888888888888888
231 11 8 9 0.8888888888888888
231 12 9 9 1
231 13 8 9 0.8888888888888888
231 14 2 9 0.2222222222222222
231 15 9 9 1
231 16 9 9 1
231 17 9 9 1
231 18 9 9 1
231 19 8 9 0.8888888888888888
231 20 9 9 1
234 1 0 9 0
234 2 1 9 0.1111111111111111
234 3 3 9 0.3333333333333333
234 4 2 9 0.2222222222222222
234 5 5 9 0.5555555555555556
234 6 6 9 0.6666666666666666
234 7 5 9 0.5555555555555556
234 8 5 9 0.5555555555555556
234 9 5 9 0.5555555555555556
234 10 6 9 0.6666666666666666
234 11 3 9 0.3333333333333333
234 12 6 9 0.6666666666666666
234 13 9 9 1
234 14 6 9 0.6666666666666666
234 15 5 9 0.5555555555555556
234 16 5 9 0.5555555555555556
234 17 6 9 0.6666666666666666
234 18 5 9 0.5555555555555556
234 19 4 9 0.4444444444444444
234 20 4 9 0.4444444444444444
235 1 5 9 0.5555555555555556
235 2 8 9 0.8888888888888888
235 3 2 9 0.2222222222222222
235 4 7 9 0.7777777777777778
235 5 6 9 0.6666666666666666
235 6 5 9 0.5555555555555556
235 7 8 9 0.8888888888888888
235 8 8 9 0.8888888888888888
235 9 8 9 0.8888888888888888
235 10 9 9 1
235 11 9 9 1
235 12 9 9 1
235 13 7 9 0.7777777777777778
235 14 9 9 1
235 15 9 9 1
235 16 9 9 1
235 17 9 9 1
235 18 9 9 1
235 19 9 9 1
235 20 8 9 0.8888888888888888
238 1 3 9 0.3333333333333333
238 2 6 9 0.6666666666666666
238 3 6 9 0.6666666666666666
238 4 6 9 0.6666666666666666
238 5 5 9 0.5555555555555556
238 6 7 9 0.7777777777777778
238 7 9 9 1
238 8 6 9 0.6666666666666666
238 9 8 9 0.8888888888888888
238 10 9 9 1
238 11 7 9 0.7777777777777778
238 12 5 9 0.5555555555555556
238 13 8 9 0.8888888888888888
238 14 9 9 1
238 15 9 9 1
238 16 9 9 1
238 17 8 9 0.8888888888888888
238 18 9 9 1
238 19 9 9 1
238 20 9 9 1
239 1 5 9 0.5555555555555556
239 2 6 9 0.6666666666666666
239 3 5 9 0.5555555555555556
239 4 4 9 0.4444444444444444
239 5 7 9 0.7777777777777778
239 6 7 9 0.7777777777777778
239 7 6 9 0.6666666666666666
239 8 7 9 0.7777777777777778
239 9 6 9 0.6666666666666666
239 10 7 9 0.7777777777777778
239 11 6 9 0.6666666666666666
239 12 6 9 0.6666666666666666
239 13 7 9 0.7777777777777778
239 14 9 9 1
239 15 9 9 1
239 16 9 9 1
239 17 9 9 1
239 18 9 9 1
239 19 9 9 1
239 20 8 9 0.8888888888888888
241 1 6 9 0.6666666666666666
241 2 6 9 0.6666666666666666
241 3 6 9 0.6666666666666666
241 4 8 9 0.8888888888888888
241 5 6 9 0.6666666666666666
241 6 8 9 0.8888888888888888
241 7 7 9 0.7777777777777778
241 8 7 9 0.7777777777777778
241 9 7 9 0.7777777777777778
241 10 8 9 0.8888888888888888
241 11 9 9 1
241 12 9 9 1
241 13 9 9 1
241 14 9 9 1
241 15 9 9 1
241 16 9 9 1
241 17 9 9 1
241 18 9 9 1
241 19 9 9 1
241 20 9 9 1
242 1 3 9 0.3333333333333333
242 2 6 9 0.6666666666666666
242 3 7 9 0.7777777777777778
242 4 5 9 0.5555555555555556
242 5 8 9 0.8888888888888888
242 6 4 9 0.4444444444444444
242 7 8 9 0.8888888888888888
242 8 7 9 0.7777777777777778
242 9 7 9 0.7777777777777778
242 10 7 9 0.7777777777777778
242 11 5 9 0.5555555555555556
242 12 7 9 0.7777777777777778
242 13 8 9 0.8888888888888888
242 14 9 9 1
242 15 9 9 1
242 16 9 9 1
242 17 9 9 1
242 18 9 9 1
242 19 9 9 1
242 20 9 9 1
247 1 4 9 0.4444444444444444
247 2 3 9 0.3333333333333333
247 3 4 9 0.4444444444444444
247 4 2 9 0.2222222222222222
247 5 5 9 0.5555555555555556
247 6 5 9 0.5555555555555556
247 7 6 9 0.6666666666666666
247 8 6 9 0.6666666666666666
247 9 7 9 0.7777777777777778
247 10 7 9 0.7777777777777778
247 11 8 9 0.8888888888888888
247 12 8 9 0.8888888888888888
247 13 9 9 1
247 14 9 9 1
247 15 8 9 0.8888888888888888
247 16 8 9 0.8888888888888888
247 17 9 9 1
247 18 7 9 0.7777777777777778
247 19 7 9 0.7777777777777778
247 20 8 9 0.8888888888888888
255 1 9 9 1
255 2 9 9 1
255 3 9 9 1
255 4 9 9 1
255 5 9 9 1
255 6 9 9 1
255 7 9 9 1
255 8 9 9 1
255 9 9 9 1
255 10 9 9 1
255 11 9 9 1
255 12 9 9 1
255 13 9 9 1
255 14 9 9 1
255 15 9 9 1
255 16 9 9 1
255 17 9 9 1
255 18 9 9 1
255 19 9 9 1
255 20 9 9 1
260 1 8 9 0.8888888888888888
260 2 6 9 0.6666666666666666
260 3 7 9 0.7777777777777778
260 4 8 9 0.8888888888888888
260 5 4 9 0.4444444444444444
260 6 7 9 0.7777777777777778
260 7 6 9 0.6666666666666666
260 8 8 9 0.8888888888888888
260 9 7 9 0.7777777777777778
260 10 7 9 0.7777777777777778
260 11 4 9 0.4444444444444444
260 12 7 9 0.7777777777777778
260 13 7 9 0.7777777777777778
260 14 3 9 0.3333333333333333
260 15 9 9 1
260 16 7 9 0.7777777777777778
260 17 7 9 0.7777777777777778
260 18 2 9 0.2222222222222222
260 19 7 9 0.7777777777777778
260 20 5 9 0.5555555555555556
261 1 4 9 0.4444444444444444
261 2 8 9 0.8888888888888888
261 3 7 9 0.7777777777777778
261 4 8 9 0.8888888888888888
261 5 9 9 1
261 6 9 9 1
261 7 9 9 1
261 8 9 9 1
261 9 9 9 1
261 10 9 9 1
261 11 9 9 1
261 12 9 9 1
261 13 9 9 1
261 14 9 9 1
261 15 9 9 1
261 16 9 9 1
261 17 9 9 1
261 18 9 9 1
261 19 9 9 1
261 20 9 9 1
265 1 5 9 0.5555555555555556
265 2 4 9 0.4444444444444444
265 3 5 9 0.5555555555555556
265 4 4 9 0.4444444444444444
265 5 5 9 0.5555555555555556
265 6 6 9 0.6666666666666666
265 7 9 9 1
265 8 8 9 0.8888888888888888
265 9 8 9 0.8888888888888888
265 10 9 9 1
265 11 9 9 1
265 12 8 9 0.8888888888888888
265 13 9 9 1
265 14 9 9 1
265 15 9 9 1
265 16 9 9 1
265 17 9 9 1
265 18 9 9 1
265 19 9 9 1
265 20 9 9 1
266 1 5 9 0.5555555555555556
266 2 5 9 0.5555555555555556
266 3 6 9 0.6666666666666666
266 4 6 9 0.6666666666666666
266 5 6 9 0.6666666666666666
266 6 5 9 0.5555555555555556
266 7 4 9 0.4444444444444444
266 8 5 9 0.5555555555555556
266 9 5 9 0.5555555555555556
266 10 6 9 0.6666666666666666
266 11 5 9 0.5555555555555556
266 12 7 9 0.7777777777777778
266 13 6 9 0.6666666666666666
266 14 6 9 0.6666666666666666
266 15 8 9 0.8888888888888888
266 16 8 9 0.8888888888888888
266 17 8 9 0.8888888888888888
266 18 9 9 1
266 19 9 9 1
266 20 9 9 1
267 1 6 9 0.6666666666666666
267 2 7 9 0.7777777777777778
267 3 9 9 1
267 4 9 9 1
267 5 9 9 1
267 6 9 9 1
267 7 9 9 1
267 8 9 9 1
267 9 9 9 1
267 10 9 9 1
267 11 9 9 1
267 12 9 9 1
267 13 9 9 1
267 14 9 9 1
267 15 9 9 1
267 16 9 9 1
267 17 9 9 1
267 18 9 9 1
267 19 9 9 1
267 20 9 9 1
272 1 5 9 0.5555555555555556
272 2 5 9 0.5555555555555556
272 3 6 9 0.6666666666666666
272 4 4 9 0.4444444444444444
272 5 3 9 0.3333333333333333
272 6 5 9 0.5555555555555556
272 7 5 9 0.5555555555555556
272 8 4 9 0.4444444444444444
272 9 5 9 0.5555555555555556
272 10 3 9 0.3333333333333333
272 11 5 9 0.5555555555555556
272 12 6 9 0.6666666666666666
272 13 5 9 0.5555555555555556
272 14 6 9 0.6666666666666666
272 15 5 9 0.5555555555555556
272 16 6 9 0.6666666666666666
272 17 6 9 0.6666666666666666
272 18 5 9 0.5555555555555556
272 19 4 9 0.4444444444444444
272 20 4 9 0.4444444444444444
274 1 7 9 0.7777777777777778
274 2 5 9 0.5555555555555556
274 3 5 9 0.5555555555555556
274 4 7 9 0.7777777777777778
274 5 8 9 0.8888888888888888
274 6 7 9 0.7777777777777778
274 7 9 9 1
274 8 9 9 1
274 9 7 9 0.7777777777777778
274 10 7 9 0.7777777777777778
274 11 8 9 0.8888888888888888
274 12 8 9 0.8888888888888888
274 13 8 9 0.8888888888888888
274 14 9 9 1
274 15 9 9 1
274 16 9 9 1
274 17 9 9 1
274 18 9 9 1
274 19 9 9 1
274 20 9 9 1
283 1 6 9 0.6666666666666666
283 2 3 9 0.3333333333333333
283 3 2 9 0.2222222222222222
283 4 8 9 0.8888888888888888
283 5 8 9 0.8888888888888888
283 6 9 9 1
283 7 8 9 0.8888888888888888
283 8 9 9 1
283 9 9 9 1
283 10 8 9 0.8888888888888888
283 11 8 9 0.8888888888888888
283 12 9 9 1
283 13 9 9 1
283 14 9 9 1
283 15 9 9 1
283 16 9 9 1
283 17 9 9 1
283 18 9 9 1
283 19 9 9 1
283 20 9 9 1
289 1 3 9 0.3333333333333333
289 2 4 9 0.4444444444444444
289 3 4 9 0.4444444444444444
289 4 6 9 0.6666666666666666
289 5 4 9 0.4444444444444444
289 6 9 9 1
289 7 9 9 1
289 8 9 9 1
289 9 9 9 1
289 10 8 9 0.8888888888888888
289 11 8 9 0.8888888888888888
289 12 9 9 1
289 13 9 9 1
289 14 9 9 1
289 15 9 9 1
289 16 9 9 1
289 17 9 9 1
289 18 9 9 1
289 19 9 9 1
289 20 9 9 1
292 1 3 9 0.3333333333333333
292 2 4 9 0.4444444444444444
292 3 5 9 0.5555555555555556
292 4 6 9 0.6666666666666666
292 5 6 9 0.6666666666666666
292 6 7 9 0.7777777777777778
292 7 6 9 0.6666666666666666
292 8 7 9 0.7777777777777778
292 9 9 9 1
292 10 9 9 1
292 11 9 9 1
292 12 9 9 1
292 13 9 9 1
292 14 9 9 1
292 15 9 9 1
292 16 9 9 1
292 17 9 9 1
292 18 9 9 1
292 19 9 9 1
292 20 9 9 1
